customer_id,first_name,last_name,full_name,dob,email,phone,address,national_id,country,source_name,raw_text,sex,record_updated,Gender,Account Type,Account Balance,Registration Date,Male,Savings,91666.17,2020-01-16,last_update,timestamp,gender_code,last_modified,modified_date
518de45a-c1b1-4ab4-b4ed-bc2596134a3d,Mr.,Kenneth Peterson,Mr. Kenneth Peterson,,villegasjohn@yahoo.com,753-034-5704,"97224 Jacqueline Station
South Amber, IN 29483",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
5c6606b9-d988-4cce-b197-8423f6cbd61d,Cory,Todd,Cory Todd,,thomas23@sullivan.com,565.734.5145,"595 Michelle Row Suite 622
North Marthaberg, OH 81014",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
1ee25c9c-6ab5-4b63-9765-a36d324ff7e8,Garrett,Vaughn,Garrett Vaughn,,honeal@garcia-howard.com,160.673.5710,"8129 Jacob Ville Suite 321
Port Monique, NH 29760",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
7a21d107-0a6e-4bdd-8f3e-ce4c174f235b,Jeanne,Anderson,Jeanne Anderson,,jacquelinerowe@stewart-jones.net,(067)479-5061x7931,"741 Shirley River Apt. 439
Ellisport, AL 71849",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
a604be1d-0243-4037-81f4-7da8e9a2dbf5,Carlos,Anthony,Carlos Anthony,,katie68@buck.com,+1-788-284-0263x0172,"271 Cox Corner Suite 939
Coffeychester, OH 22766",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
fdf993de-c641-4844-946f-9f064ba4c417,Jennifer,Hatfield,Jennifer Hatfield,,rodriguezjason@hotmail.com,560-477-8985x868,"21410 Vasquez Isle Apt. 201
Lake Kimberly, KS 02062",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
768eb553-4160-41fa-9c26-e8f7346a1a34,Raymond,Valencia,Raymond Valencia,,tylerperry@lutz-rodriguez.com,(352)064-9258x087,"22998 Davis Trafficway
West Carlahaven, LA 74172",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
a6e86c7e-7d3a-49c7-a780-fa9d52e1d0ae,Thomas,Owens,Thomas Owens,,robert91@harmon-vargas.com,567-110-6287x081,"006 Bond Path Suite 003
Ronniechester, DE 21206",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
33617605-b553-44f0-a83a-9515a13b81f4,Isaac,Jones,Isaac Jones,,rojasstephanie@gmail.com,159.987.8038x2719,"085 Hill Passage Suite 810
North Jonathan, TX 12537",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
50536dc8-f146-4ac1-b8c8-0de0bfbfd4b7,Jeffrey,Holmes,Jeffrey Holmes,,sjohnson@hotmail.com,177-807-9279,"39513 Ashley Estate
Kevinville, AZ 91683",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
cc886e44-d51f-4935-b284-7ad578fee8b8,Melinda,Moore,Melinda Moore,,chapmanrobert@richardson-lawson.com,(314)285-2458,"1984 Ricky Radial Suite 841
Andersonberg, RI 24014",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
b7c0f66b-0ed8-4565-9163-5549dae92fe8,Mary,Brown,Mary Brown,,gregory78@yahoo.com,392-014-5552x8746,"6394 Pacheco Harbor
New Johnmouth, TN 10539",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
30b706cd-3dc3-4253-ac15-0230cbf6dbe5,Matthew,Brown,Matthew Brown,,alexander72@berg-stokes.info,+1-648-024-1347x44536,"321 Davis Flats Apt. 380
Jasonmouth, OK 63023",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
c77cc79e-58d8-4681-a91e-6a68c33fccb6,Mrs.,Caroline White MD,Mrs. Caroline White MD,,salasjennifer@gmail.com,001-612-805-5134,"71335 Michael Islands
Dunnton, AK 50292",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
a0812684-c4d6-46d7-aa39-8aeb5654df41,Christopher,Rivera,Christopher Rivera,,wendyford@larson.biz,(216)932-9169x1964,"246 Sanders Ford
East Laurenside, IN 44650",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
85c34635-dc6c-4dc2-813c-daa5a58e6ed9,John,Ruiz,John Ruiz,,bryan45@gmail.com,0646294070,"65338 Nicole Causeway Suite 220
Wongview, NV 30832",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
78992a3f-d4ca-479c-afde-4485c47992da,Vanessa,Smith,Vanessa Smith,,james89@coleman.com,974.947.9922x13899,"47791 Jay Camp
Nelsonhaven, NY 74425",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
b5182194-1c67-4846-bc45-d48eb553db07,Luis,Mckenzie,Luis Mckenzie,,coreythompson@lang-fields.com,(562)221-7515x7336,"6907 Marissa Drive
Mathisstad, IA 16816",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
a63fca11-c007-4345-9bc2-1414b67dd6fe,Brenda,Holmes,Brenda Holmes,,robertmartin@hotmail.com,1379833843,"830 George Crescent
West Evelynton, SC 26122",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
25e394f5-dae8-40f4-a3ed-ec6b918b078c,Diane,Palmer,Diane Palmer,,daniel60@weber-gilbert.com,4031253305,"277 Yu Meadows Apt. 949
Donaldfort, ID 49657",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
8cbd0b2c-664c-4aff-987e-a8e5a8280393,Daniel,Gordon,Daniel Gordon,,phansen@hernandez.com,001-910-492-9931x3293,"43476 Powell Fork Suite 824
Christopherberg, IN 25718",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
60f9bc82-a316-4610-9f4a-c13e5abfea7a,Teresa,Sweeney,Teresa Sweeney,,vcortez@thompson-torres.info,508-412-2594x289,"1424 Dean Radial Apt. 332
Smithville, DE 44752",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
99d2a3b1-1b92-4d95-b0f2-1f9949e8fa24,Tonya,Short,Tonya Short,,stephaniebrooks@vargas.org,001-677-237-8783,"7174 Chase Prairie
Brownside, CO 53903",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
04b60ea6-73ef-44f2-a331-e51e9ce0d092,Terri,Webb,Terri Webb,,jeanette72@yahoo.com,(546)663-6188x8233,"00077 Lee Prairie Suite 669
Soniamouth, MS 32237",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
66b5ad5e-e0b8-4b5b-bd23-a1268fd57c40,Leah,Robinson,Leah Robinson,,ramirezrobert@taylor-murphy.com,001-595-432-6974,"871 Aaron Village Suite 683
Hillborough, OH 06546",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
f7305a51-aad0-4df7-a414-2f46de659457,Eric,Williams,Eric Williams,,zhangdennis@yahoo.com,585.814.6172x1740,"297 Bender Hills
Scottstad, IN 92275",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
9416ae10-836a-4130-a053-c47664d29bbc,David,Campbell,David Campbell,,richarddavenport@rogers.com,+1-869-414-2680x3045,"6427 Brown Key Apt. 475
Port Paulmouth, MA 16872",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
046122b9-c24e-4464-b087-1a12b4118eb2,Cynthia,Rivera,Cynthia Rivera,,molinajoan@gray.org,464.573.9025x31353,"3422 Taylor Well Suite 426
New Laurie, NJ 26199",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
f96e1a55-8292-47f1-82d7-63fb7aec751b,Mitchell,Gutierrez,Mitchell Gutierrez,,christopherli@smith.com,2776859167,"95793 Meadows Walks
Deanside, VT 80369",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
5552b487-d6c8-4066-ac39-e8b3ec080147,Tiffany,Chavez,Tiffany Chavez,,nicoleterrell@cross.net,001-287-477-7486,"232 Joseph Mills
Courtneystad, MT 19133",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
c0f14833-85b4-402b-be37-2a6251b26a1f,Spencer,White,Spencer White,,higginsangela@hotmail.com,001-883-323-9884x59226,"441 Melissa River
Hamiltonbury, IA 25412",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
de8e2bdc-d459-4b6b-9168-cf6f95370151,Rebecca,Roberson,Rebecca Roberson,,johnsonshannon@barton.net,6073867751,"4913 Mayo Mews Apt. 182
Nicholetown, NE 54283",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
50041917-6b74-4d40-9315-f527f0c33df9,Jon,Elliott,Jon Elliott,,jrichmond@yahoo.com,+1-423-649-2804x6931,"607 Jason Field Apt. 767
Shelleyton, RI 04210",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
cddbff38-fe87-4a84-b523-788e4279e9ac,Danielle,Webb,Danielle Webb,,ryan86@yahoo.com,001-725-073-6963x3268,"81673 Timothy Mountain
Turnermouth, MS 83564",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
65954c21-b876-443d-b153-a58fb9790bfd,Susan,Davis,Susan Davis,,seanmoss@morales-hicks.net,432.646.4386x9097,"398 Victoria Corners
Codyport, FL 04434",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
85d043e0-4199-4bd0-9a2e-a7991bd6d92a,Bianca,Prince,Bianca Prince,,eharris@saunders.com,157.354.5524,"5746 Hall Lodge Suite 005
West Charles, ID 36921",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
ad102ca5-ba5a-4feb-8439-debff40f1ffe,Amy,Khan,Amy Khan,,sellersvanessa@hotmail.com,(410)692-1386x70769,"4307 Robert Fall
Shellyberg, SC 31391",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
724d71b9-4640-43e2-b09f-037c89fb9cca,April,Wheeler MD,April Wheeler MD,,abrown@yahoo.com,7654524683,"248 Robert Glens Apt. 978
Clarkland, AK 01891",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
776146a3-1e5f-453b-89d9-7dbe50873c8d,Brian,Gill,Brian Gill,,pnelson@francis-swanson.com,(471)139-4323x26219,"120 Sheryl Common
Lambertview, WV 27990",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
b5ad6fb8-839c-4bca-846a-d78883786f7e,Amanda,Burton,Amanda Burton,,hamptonronnie@hotmail.com,(848)446-7791x32263,"USNV Watkins
FPO AP 34617",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
feb1a80b-050a-42c4-964f-4e5d8d44aa2f,Brandon,Hayes,Brandon Hayes,,kjenkins@ortega.com,+1-722-303-3879x06865,"640 Clark Extension
Melissashire, GA 60130",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
c6d8a34c-bbab-4fc7-9b83-91a8ac99ed07,Ana,Matthews,Ana Matthews,,narias@yahoo.com,(973)349-3433x67907,"77942 Scott Circles Suite 896
East Mary, IL 38564",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
79a644b2-435c-4da5-9b6a-c2bbc54a5e54,Daniel,Raymond,Daniel Raymond,,patriciamiller@gmail.com,(342)677-6864,"734 Davis Street
Browntown, WV 77203",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
7ef293e0-c6c1-4648-bd6b-f5b3c041222c,William,Romero,William Romero,,baileyroy@smith.biz,+1-866-660-2474x5749,"34936 Jennifer Walks
Sharpton, GA 81016",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
6dfb0314-460f-48bb-952b-2d0e9aca4d9e,Megan,Gilbert,Megan Gilbert,,xrichardson@gmail.com,(767)939-8787x36508,"8605 Jones Ville
Mayston, OH 51900",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
1e736b8a-bdc0-479c-8cfc-0772227c1d5e,Lori,Cook,Lori Cook,,jodihudson@gmail.com,186.783.0138x403,"USS Miranda
FPO AA 78459",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
236f046b-6644-457c-baa3-c18c29cccc79,Margaret,Jones,Margaret Jones,,davidsonpatrick@hotmail.com,129-570-2253,"Unit 6197 Box 2648
DPO AP 13720",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
4ff13190-a35c-43ef-8efd-743fadd6bb23,Sara,Gibbs,Sara Gibbs,,bhughes@hines.com,268-821-3937,"3808 Aaron Keys
Courtneyhaven, UT 30194",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
ae43599d-05e1-413d-a2e3-e2a44d7837e3,Walter,Chung,Walter Chung,,imitchell@harris.com,001-651-418-4338x2207,"481 Diane Unions Suite 147
New John, WI 40189",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
3a804793-4bf3-4daf-b502-f1cdc9594e9f,Edward,Rodriguez,Edward Rodriguez,,matthew52@hotmail.com,267-659-3048x71014,"86015 Bray Key
Cohenmouth, NJ 63567",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
25bade5d-8239-44d7-aab7-a8629c1cf263,Darren,Richardson,Darren Richardson,,williamschristopher@reeves-humphrey.biz,+1-872-157-1314,"2677 Stephen Trace
Thomasfurt, SC 50299",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
832f139d-da22-4510-9f5e-ff0ec786bc2f,Stephanie,Davis,Stephanie Davis,,benjaminmark@gmail.com,(881)928-3958x820,"PSC 2624, Box 8123
APO AE 54791",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
b7188018-2a36-4f55-8262-a96d22b2706d,Abigail,Mcdonald,Abigail Mcdonald,,ronaldwells@weaver.com,226-081-5704x448,"2817 Jaime Manor
East Jennifertown, NJ 57125",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
f6f93947-7378-4e37-acac-cbc797013c0d,David,Chavez,David Chavez,,baileywilcox@collins-harvey.com,159-747-8568,"2685 Duane Drive
East Zoe, KY 35401",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
881f6d71-d0ef-4570-ad78-b302dbe10627,James,Nichols,James Nichols,,wdowns@yahoo.com,(071)433-8708x09975,"03465 Spencer Bypass
Jonathanland, SD 82553",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
84b802ca-15ae-4889-825e-37b6b30013f8,Christopher,Beasley,Christopher Beasley,,janet64@russell.com,001-690-638-5767x3313,"40639 William Shoal
South Benjamin, AK 57622",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
631264c6-cb0c-4e10-ac2c-1172f586d65a,Austin,Elliott,Austin Elliott,,richard95@miles.net,+1-065-943-2852x98071,"27761 Angela Bypass Suite 883
New Jason, KY 67471",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
31010758-8aab-4b86-aa93-d9ad49d65d5d,Timothy,Brock,Timothy Brock,,davidbaker@hotmail.com,+1-851-266-2152x1927,"5743 Johnson Drive
Troyberg, OK 48168",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
7af24864-e62a-499e-a966-e909148048ef,Mathew,Lopez,Mathew Lopez,,lynnhoffman@roberts.com,+1-861-487-6566x9499,"89123 Durham Summit Apt. 251
Johnfort, VA 25003",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
7b65bb9d-0c42-4b60-8608-b7b95d9772c8,Joseph,Kim,Joseph Kim,,xmaxwell@gmail.com,149-664-2817,"4059 Caroline Vista
Montgomerystad, SC 94388",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
514e2e41-2c71-46c9-8ecc-8c45308641cd,Stephanie,Morrow,Stephanie Morrow,,ucooper@weber.org,128-766-5236x3654,"2717 Mary Locks
Jenniferfort, SD 25657",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
e36027a0-b9a8-43db-acf9-5e69655277ea,James,Davis,James Davis,,isabel80@hotmail.com,+1-432-245-3607,"PSC 2731, Box 0057
APO AA 75065",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
bcdebafd-95ba-45bf-8056-3f1d6414ef88,Diane,Taylor,Diane Taylor,,zritter@gmail.com,(048)846-7324,"53846 Aaron Parkways Apt. 163
Bennettburgh, MS 50949",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
21613b63-dd75-4868-aaa9-0b9a407e2b58,Mark,Juarez,Mark Juarez,,hjohnson@jones.com,343.284.6209,"6480 John Squares Suite 940
Jacksonshire, NC 19375",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
c8482481-c03b-4d53-ae60-e8b0fa26dbb7,Adam,Ford,Adam Ford,,williamsmarie@guerrero.com,(724)343-4533,"PSC 9811, Box 8648
APO AP 19639",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
24547bde-6a3f-405e-8d74-270845babc1b,Juan,Castillo,Juan Castillo,,dharrison@hernandez-newman.com,0396526806,"314 Madden Expressway
North Sherri, AR 05508",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
f2b31b55-4b4a-44ec-9c34-a118ae318db9,Stacey,Anderson,Stacey Anderson,,wrodgers@barron.com,5189643604,"583 Peters Cove
Donaldborough, WV 16635",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
66997c25-a1c1-4f6b-93c1-dfcf66df5804,Gregory,Patterson,Gregory Patterson,,blackjames@yahoo.com,+1-223-251-8598,"69575 Baker Cape Suite 300
Davidshire, OH 84231",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
87328f04-222f-43f1-938a-4932b23fc7ac,Julie,Mccullough,Julie Mccullough,,zacharylawson@hendricks.com,276-238-7133x872,"PSC 2582, Box 4754
APO AA 30164",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
47a67266-2110-462f-a682-07811e7a2434,Eric,Jennings,Eric Jennings,,joseph11@gmail.com,835-176-9370x031,"392 Webb Plaza
Halltown, PA 56216",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
954df4fa-c3d7-4014-8a47-66947eed4cd0,Gary,Williams,Gary Williams,,brian19@gibbs.com,501-843-8103,"USNS Kent
FPO AP 75107",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
9a754150-2edd-41d5-9cf7-0195bd8af4a4,Wanda,Gregory,Wanda Gregory,,michelleevans@yahoo.com,+1-854-971-8491x459,"Unit 2728 Box 9750
DPO AE 19992",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
33de83b2-f11e-4d57-8947-b9409967764c,Kathleen,Davis,Kathleen Davis,,twallace@hotmail.com,3864912602,"6499 Griffin Trail
Port Sydneyton, NH 67083",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
935c2979-a215-439c-95c8-581c469fc604,Jared,Jones,Jared Jones,,dtran@morgan.org,945-668-0243,"78083 Sandra Forest
Lopezville, NE 81560",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
170fe55d-4d06-43aa-b393-b165f2689d03,Norma,Gray,Norma Gray,,james03@yahoo.com,(504)149-5283x09767,"62850 Frye Corners
Lake Michael, IN 78810",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
ba487fc2-021f-490b-9eb8-8c6bcddfa5fd,John,Hernandez,John Hernandez,,mark71@yahoo.com,+1-675-393-7841x22201,"536 Roger Station
West Gregorymouth, CO 93419",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
d4f704c6-103f-46ef-83a3-1fcf8f149e8d,Stephen,Cardenas,Stephen Cardenas,,nicholas14@yahoo.com,+1-969-047-5656x647,"4747 David Drives
Port Yolandafurt, LA 08957",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
e5c5cb1b-d42f-4315-a9ca-7d6363157d03,Nancy,Jacobs,Nancy Jacobs,,matthewnguyen@hotmail.com,960.150.5453,"598 Rachel Mountain Suite 720
Nicoleville, MT 06265",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
b9a0c6fd-140a-46dd-9044-17e28b000e2d,Brady,Cummings,Brady Cummings,,tylerreeves@maxwell-mayer.com,795.730.3966,"766 Tina Shore
New Daniel, WI 94294",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
cee82296-b2d1-4c9a-aaca-350d4b89f144,Dustin,Flores,Dustin Flores,,alejandrowatson@hudson.com,067-196-5522x6810,"041 Tucker Glens Suite 280
North John, OH 35638",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
e0006695-6c59-493a-a67c-f8a4494d573c,Lucas,Blair,Lucas Blair,,sandersdiana@hotmail.com,714.175.8271x037,"7176 Joseph Causeway
Port Jonstad, MS 42831",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
f15a3ed9-e500-4804-a151-c947b3416a98,Ashley,Jones,Ashley Jones,,teresa30@cohen.info,+1-344-978-5120x147,"8597 Brenda Glens Suite 415
East Timothy, MS 93341",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
d752b5cd-af63-46e7-9069-d7cbe8e839a7,John,Skinner,John Skinner,,dgomez@peck.com,820.454.0516,"8391 Jennifer Terrace
South Duane, VA 22538",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
68b3f425-70b5-4cfa-bdf5-49a6f763c49f,Jessica,Sullivan MD,Jessica Sullivan MD,,alex61@king.org,001-725-162-5786x74333,"3847 Sharon Inlet Apt. 009
North Kevinville, IL 49460",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
524e64b4-238d-41e0-8e6b-d37abc7d5c24,Joseph,Edwards,Joseph Edwards,,matthewcollins@gmail.com,+1-653-497-0373x1717,"50506 Baxter Extensions Suite 552
Landrybury, IL 93214",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
282c49f1-92f5-46c8-8979-3c73b714cbc2,Joseph,Sims,Joseph Sims,,john55@oconnor.com,423.166.7418x337,"848 Parker Lodge Apt. 832
Barryton, AZ 06156",,,bank_customers_without_schema,,,,,,,,,Savings,,,,,,,
c038a9fd-6359-4285-ac73-a89150b7774a,Ryan,Castillo,Ryan Castillo,,nsheppard@mckenzie.com,780.594.8724x368,"634 Sarah Common
Poncefurt, OR 08783",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
e237a63f-eeda-45c8-9d95-5cb3b423bb93,Chad,Wagner,Chad Wagner,,gloriakhan@randolph.info,+1-933-973-6429x22147,"3921 Harris Shore
Charlesland, FL 16084",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
bdcac122-2f0a-4bb0-a871-3d0294efb56e,Christy,Mcgee,Christy Mcgee,,lindsay37@yahoo.com,809-974-5640,"4748 Diane Estate Apt. 906
West Chelseyside, AL 06683",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
60a7ce7a-2cdd-4847-9d10-86567ca636fa,John,Taylor,John Taylor,,cheryl06@gmail.com,(022)945-8519x258,"31996 John Village
Loveview, WY 23051",,,bank_customers_without_schema,,,,,,,,,Checking,,,,,,,
