Customer ID,Name,Age,Gender,Address,Email,Phone Number,Account Type,Account Balance,Registration Date
de291f78-94f0-4fc5-94fc-fd30077d1b86,Shannon Williams,76,Female,"986 Knight Skyway
Josephview, MT 36748",jenniferford@anderson.biz,6224593176,Checking,22151.18,2022-05-24
5a8bb756-812d-46df-9ad4-de2992cc8b91,Ryan Olson,47,Male,"3407 Day Glens Apt. 604
Lake Kariville, NC 20753",manningadam@wright.com,859.173.8717x758,Checking,75127.9,2023-11-24
bd9382f6-4f43-46e7-8bd3-0228fbcd2df8,John Perry,79,Female,"796 Franklin Row
Port Emily, SD 53617",johnsonnatalie@hotmail.com,(810)127-9818,Checking,43735.33,2023-09-27
d3dcd1d4-6a89-4686-9e72-711f305bc8c7,Michelle Choi,80,Female,"368 Palmer Union Suite 850
North Andrewburgh, DE 45014",tgarrett@ward.com,(754)706-2896,Checking,51310.63,2020-01-08
44aab4b2-9424-4ac3-9d29-9e79ed840d9c,Samantha Hess,72,Female,"7204 Murphy Via Apt. 786
Lake Frankburgh, CO 75386",joel35@hotmail.com,+1-785-730-3152,Checking,88555.55,2022-01-08
85ec2fa4-5741-44a1-a9e8-df0701f09172,Audrey Hall,58,Male,"412 Phillip Parkways Apt. 995
South Dana, OH 01874",tbryant@williams-owens.com,078-019-6084,Checking,22736.85,2023-03-09
73480792-7e63-457a-a38d-48362c1901d7,Ashlee Mann,80,Male,"8462 Williams Wells
Stephensbury, NV 80719",htaylor@gmail.com,001-596-221-2198x292,Savings,84430.36,2024-03-19
62e1d81b-a092-4f7f-9f93-bf47770deb63,Robert Bray,83,Female,"529 Sheri Lodge
Port Tonyaborough, DC 49445",emily73@hotmail.com,001-595-568-5617,Savings,59571.96,2023-04-24
11ae33b7-7c73-46fa-b495-93e8ca87cb4b,Heather Hall,25,Female,"2335 Ellis Estates Suite 142
Dawnside, CT 15336",crystal80@richardson.com,4096545335,Checking,38063.87,2020-02-06
342b35cd-b28d-43a1-8f75-af6b526b512d,Dean Robles,72,Male,"56355 Bond Dam
Maddoxland, KS 81920",sfrank@richardson.com,+1-429-102-2606x1645,Savings,73809.5,2021-03-29
c10d2ec0-032b-4b07-8e63-e88f883e6203,Karen Flowers,84,Female,"73803 Alex Light
Laurenfurt, WY 86531",scott93@gmail.com,001-994-085-4730x59380,Savings,540.81,2021-05-30
3962944b-1571-4a36-b26d-d8be397676f8,Shannon Hernandez,31,Female,"74324 Rosales Burgs Suite 964
Amyberg, KY 58622",vjackson@parker-park.com,810.411.3359,Checking,38612.94,2022-06-09
a5929802-c58f-4e70-ab60-67be74ee020f,Savannah Simmons,68,Male,"82734 Roth Road
Lake Grant, OH 68918",adamdavis@harris.com,824.613.9103x810,Checking,90322.67,2020-03-30
1ff24afa-9820-48c4-98ec-c037ff06222b,George Weeks,69,Male,"313 Karen Lights Suite 588
Melissaport, ME 70442",amandamcclure@williams.com,(342)693-3715x2946,Savings,30304.75,2023-07-01
7a0c2c6c-e5a6-48dd-b580-4b5296290715,Kristina Santana,70,Female,"8004 Bailey Harbor Apt. 385
Lake Brianshire, ND 07608",natalie88@jackson.net,001-624-704-1278x58866,Savings,80658.86,2021-11-24
5b656c6f-9ff5-46eb-a150-3b2f7c01eb5e,Brady Sellers,22,Female,"64535 Jennings Forges
West Marcus, MN 65909",erincole@hotmail.com,+1-269-776-7128x3918,Checking,40506.41,2024-06-17
393e72e9-e7ec-4fd4-a449-14a6781841a8,Christine Logan,20,Female,"763 Jerry Mission Apt. 290
Acevedochester, IA 23036",westbill@hill-hall.net,001-455-449-3116x066,Savings,67148.66,2020-09-18
07df98cc-c4b4-45af-813c-f42680aec172,Michael Crawford,27,Female,"0222 Nicholson Track
North Kimberly, AR 30675",martinezedward@golden.biz,787-127-8518,Savings,6108.87,2021-01-12
4aecd371-d93c-470b-897d-c6bba508cbcd,Michelle Watson,90,Male,"1521 Jackson Pines
Lake Kirkburgh, WA 55447",marygomez@ramirez-logan.com,3957083349,Checking,73067.39,2023-04-18
2efe84c8-5e0a-4ac3-80ad-343c8ae7d7e0,Lori Smith,52,Male,"451 Fisher Burg
Guerraport, AK 75532",jason28@yahoo.com,9310743197,Savings,39618.13,2020-01-06
69052004-fd9c-4200-b49b-841f6e5371f1,Janet Cook,72,Female,"60296 Brian Pine
North Kimberly, VT 42593",jose59@gmail.com,864-069-1351,Savings,45584.88,2023-07-14
e45c7313-753d-4e79-a669-9ec8b2e21b3a,Jeremy Melton,81,Male,"47214 Little Curve Apt. 474
South Vanessamouth, GA 63435",laura22@yahoo.com,(728)057-8031,Savings,70855.06,2023-03-22
a70b93f7-b19d-406f-b3ef-70b929635d4f,Shawn Marshall,58,Male,"471 Palmer Station Apt. 748
Campbellberg, ND 10634",mitchellandrew@gmail.com,259-409-5879x9854,Checking,26967.88,2022-06-12
e9f51bfa-ed6f-416c-95b3-ee6eea734793,Sarah Wright,70,Male,"076 Luke Falls Apt. 848
New Sandraton, RI 68610",roberttorres@barrett-doyle.com,295.748.2298,Checking,66474.27,2022-01-24
032aede7-2566-4af9-b97e-b33d706a67de,Brian Johnson,52,Female,"USNV Davis
FPO AA 72933",hwilliams@beltran.com,001-985-356-1875x7339,Savings,93851.62,2022-01-08
470717c7-99c9-4e7a-ae98-744e2335d3dd,James Garcia,40,Female,"737 Valencia Ways
New Johnnyville, NY 45327",stephenhull@young.info,496.834.8854x1696,Savings,10528.56,2024-03-24
73e79649-ad0b-4422-a4e3-641788fd6a8a,Robin Wood,42,Female,"851 Becker Mills Apt. 140
Lake Lisa, LA 61860",browncasey@gmail.com,+1-630-905-2127x0461,Checking,36960.34,2021-12-15
d98d3e6c-6012-4f2c-8ed5-e4cdfa14fffc,Dr. Penny Cooper,67,Female,"9602 Gregory Coves Apt. 270
East Johnbury, MS 00895",fostertara@yahoo.com,747.926.9852x44011,Checking,63418.5,2023-12-17
70dfee3a-2899-4f7b-816f-ae42f2d52299,Corey Price,85,Female,"Unit 5102 Box 1089
DPO AE 38568",grossrobert@yahoo.com,(218)542-8862,Checking,53602.51,2020-10-21
a55df5c6-5d6c-40c2-938c-9e354e2c5d24,Nicholas Erickson,76,Female,"218 Chang Knolls
West Ericfurt, KY 78733",kelly35@esparza-murphy.com,(032)804-8062,Checking,31688.91,2021-09-19
8648f298-a6f1-4a86-8c82-94efe87b4543,Linda Mckee,90,Male,"205 Williams Ports Suite 279
South Kimberly, SD 33908",conradchristopher@gmail.com,4196565794,Savings,47827.59,2023-10-11
d7e4c434-4db3-46c4-b146-2b11cbfeab9a,Deborah Brown,20,Female,"7948 Kemp Park Suite 142
West Ashleystad, KY 70011",biancamiller@hughes-lopez.com,409.689.3094x4601,Savings,22789.72,2020-12-15
db566590-2579-4523-83f8-e60b2464887d,Sarah Thomas,84,Female,"5506 Gregory Way
Robertstad, WI 66043",scottpowers@gmail.com,+1-924-575-5549,Checking,32210.37,2023-01-02
6d8134c2-254d-44a4-8c8d-5ae681929efe,Teresa Obrien,66,Female,"4548 Houston Glens Suite 118
East Christophermouth, NV 55945",williamtorres@frank-martinez.com,726-544-4139,Savings,2017.95,2020-03-14
01e7683c-7e24-4fd9-803f-4d202356798e,Jessica Adams,39,Female,"07409 Bell Dale
Scottfurt, AL 33704",johnschultz@yahoo.com,(042)438-5539x9410,Savings,84690.46,2023-10-01
9683237a-0c3e-4f9d-bef1-8f647c60fb2e,Jennifer Wilson,43,Male,"384 Jason Cliff Suite 214
Johnsonburgh, TN 83773",halljennifer@gmail.com,+1-307-197-9725x6035,Checking,69019.01,2020-10-09
7700f164-7391-4c60-a666-6ec228a1d742,Cole Smith,32,Female,"80094 Nicholas Oval Suite 463
Port Michael, MN 48405",frankmatthew@phillips.biz,828.358.0667,Savings,49508.73,2022-09-29
bfd9110f-1cef-4686-ad6f-2902a82609b8,Patricia Brock,23,Female,"PSC 1920, Box 1154
APO AP 94727",ruizjohn@yahoo.com,055.405.3030x226,Checking,46009.75,2022-10-24
db7bfb24-fd4f-4109-97f3-65117955f36c,Gary Gonzalez,23,Female,"USS Calderon
FPO AE 00948",frank89@hotmail.com,(543)808-7604x73636,Savings,21227.04,2022-12-28
c9fa344b-4f69-4a3e-888b-27c4ac302c16,Ryan Pham,68,Female,"39204 John Loaf Suite 598
Port Kevinfurt, MS 88880",ortegabetty@massey-johnson.com,430.525.1431x5747,Checking,9396.76,2022-04-17
bedbd614-3803-4385-a5c5-e72addc7dcab,William Bell,25,Male,"8764 Brianna Tunnel
Lake Christineshire, SD 92565",johnsonerica@gmail.com,866-722-5576x0889,Savings,53557.89,2022-03-11
974f702b-50ed-4295-8b6a-03fe60e2321c,Jim Lucero,28,Female,"4278 Trujillo Curve Suite 145
Barnesmouth, OR 96257",charlessimmons@swanson-johnson.org,001-631-897-2631x374,Checking,91773.33,2020-12-15
25fe146b-d241-4367-845d-fedcaa8896f5,Jasmin Gonzalez,68,Female,"5770 Bautista Mountain Apt. 467
West Francismouth, IN 71322",parkerjason@smith.com,+1-247-407-1192x9488,Checking,2565.14,2021-08-22
406f58c6-6b26-4703-a836-811fe1cf3cb3,Ryan Becker,48,Male,"57293 Brandt Crest
South Sharonville, AK 96736",lindsaygutierrez@hotmail.com,825.136.1513x1176,Checking,87977.89,2023-03-02
ecbbf0e8-fb58-4e7c-923b-614196fbad8e,Margaret Porter,56,Female,"0999 Wilson Corner
Port Adam, OH 61770",nicholasmiller@watson.org,1158440356,Savings,75117.6,2024-02-20
afb6e902-7cbb-4166-9ed5-fb79780b056c,Abigail Jarvis,60,Female,"524 Jason Isle
Cochranborough, KS 90972",ramseydawn@washington.com,(773)250-4066x11668,Savings,74404.62,2023-12-08
d03b5388-9848-4584-bc20-655544508656,Kevin Moran,47,Male,"77699 Shaw Track Apt. 394
Williamsland, WI 35478",david89@patel-norris.com,+1-603-395-6615x723,Savings,86889.45,2022-01-22
37570c52-ed29-4dda-ac29-5ac5eecfadca,Mason Miles,61,Male,"529 Andres Centers Suite 369
Lauraport, VA 78919",sarah77@hayes-robles.com,361-080-3039,Savings,66536.54,2023-10-12
6e0bba9d-6acd-4641-84a7-9b70bb1f382b,Deborah Carson,42,Male,"387 David Rest Apt. 768
Floreshaven, WA 48508",warnerdorothy@klein-frazier.com,036-454-0738x862,Savings,45837.46,2021-10-31
c445a7b1-30e3-4f9c-b25e-17bbe47ad0a9,Cindy Terry,75,Female,"43737 Joshua Corners
Morenotown, FL 10797",suzanne73@jackson.biz,766-425-1112x055,Savings,26375.7,2023-12-02
d9a4b089-3d70-4ecf-9ac3-f30235f8c26d,Christopher Gonzalez,68,Female,"9655 Hall Port Suite 081
Edwardsfort, CA 42148",warren61@yahoo.com,+1-017-202-6309,Checking,59761.03,2020-01-05
82f42381-4a99-4859-ba2e-045e1ba065ff,Amanda Mccoy,46,Female,"6872 Bailey Stravenue Suite 793
Leahtown, DE 09508",kevin11@pratt.com,001-074-185-4202x52850,Checking,19217.92,2023-09-09
c5800c57-4c06-4d42-9135-5b2534ceb460,Heather Hammond,75,Male,"4006 Rebecca Stravenue Apt. 737
Garyville, AL 75937",timothy76@beck.biz,168.467.0963,Savings,48625.47,2024-01-05
d01067dc-b519-42d9-8234-35893ece4423,Christopher Spears,44,Male,"2818 Miller Plaza
East Michelle, CA 23256",nwilliams@yahoo.com,473.602.5676,Checking,63518.53,2020-02-08
69d2d114-f748-4296-8bf6-323f601f0d4e,Kathleen Weiss,39,Male,"USNV Lowe
FPO AA 85367",charlesellison@white.com,657.626.0420,Savings,83484.01,2021-03-19
eca93e4b-e391-4399-861d-16ad1f945caf,Kayla Morris,70,Male,"894 Suzanne Plain Suite 321
Port Stephanie, GA 74727",mitchelldanielle@williams.com,671.997.8851x60532,Checking,69742.44,2022-03-17
a13372cb-5c75-4764-9d87-6da5f5530049,Kelly Webb,89,Male,"9081 Anna Rest
Lake Richardhaven, CA 99308",matthew38@yahoo.com,6182052772,Checking,28531.52,2024-03-04
65a79e4f-4519-47d4-b990-d3eeeb27a257,Katie Bell,26,Male,"26918 Miller Creek
Fieldsmouth, WY 68638",perrymarissa@yahoo.com,(370)561-9737x0136,Checking,92513.58,2020-09-28
095d77c0-8886-46c7-b9f8-371484fa4de4,Lisa Stephens,24,Male,"736 Jenkins Crossing
Wrightport, DC 33203",jared12@nelson-brown.com,616-707-7624,Checking,78062.72,2024-01-31
c4f9b21f-b9fb-49f0-b962-3f533e0a42c8,Dr. Kimberly Johnson,85,Female,"48765 Ashley Crescent Suite 767
West Jason, SD 70102",juliecoleman@flynn.com,454.404.9373x388,Checking,50774.19,2021-06-04
21fe295e-d9aa-4dde-8d06-f60baadbf4a3,Shane Long,35,Male,"240 Catherine Parkway
Burkeland, SD 83731",blankenshipabigail@horn.com,001-087-839-3114x9977,Checking,99973.61,2021-08-29
b6be22f3-2f63-4ce9-b118-566904f3c24b,Maria Moon,88,Female,"030 Waters Lake Suite 925
Lindaport, ME 41489",peggy23@smith.info,+1-622-831-0471x19599,Checking,414.35,2023-01-10
5b2ea715-b0e9-4dd1-9800-d302f86f28a2,Michael Hernandez,80,Male,"0155 Doyle Ridges
Sierrafort, FL 94951",andersonlinda@yahoo.com,001-147-218-5073x53928,Savings,56777.24,2023-06-28
187debca-58f3-4576-898a-03f71726d821,Mrs. Cheyenne Bennett,67,Male,"01718 Samantha Manor
New Mistyborough, IL 96447",allenmiranda@norris-reed.com,(930)353-7266x444,Checking,81319.45,2020-08-11
4321376b-a319-4858-ade2-30376af81941,Stacie Taylor,76,Female,"3843 William Path Apt. 878
Hawkinsville, WA 23279",pfigueroa@gmail.com,+1-360-468-1641x8235,Savings,81808.31,2022-05-30
b5234946-cf6f-48ff-9880-9bc65c06600d,Christopher Jefferson,43,Female,"46369 Sarah Corners Apt. 658
Timothyfort, UT 13488",yhughes@yahoo.com,001-284-679-2113x1719,Checking,85735.73,2021-10-13
97d47392-9b1c-496c-abb9-b454290894f5,Blake Warner,51,Male,"USS Pearson
FPO AA 87999",veronicaadams@hotmail.com,080.996.4351x85600,Savings,65633.94,2024-06-11
a14cc373-6fc0-4b86-98cd-55c0f0c282c4,John Rodriguez,65,Male,"52154 White Path Apt. 536
Michaelside, MD 65408",linmelinda@stephens.com,+1-416-566-6354x40226,Savings,10131.89,2020-10-14
e3636758-8591-4a70-91cd-0c4da1a4c5d7,Vanessa Kennedy,25,Male,"PSC 1100, Box 6376
APO AE 88258",simpsonjessica@shaffer-willis.com,+1-520-885-8654x662,Savings,40903.18,2020-01-01
72cb64dc-7577-4951-8d3d-09853afd951e,Mary Wolf,68,Female,"8297 Dorsey Points
Lake Shannon, NC 23832",martinezashley@malone.com,(504)059-4433x5596,Savings,93448.45,2021-12-05
12ba17b9-e66c-40bc-9a06-2dc0d3c94f19,Elijah Tate,78,Female,"707 Molly Haven Suite 194
Sharpland, CA 60619",wallacekelly@kelly.net,001-989-064-0557x7766,Checking,86545.84,2020-12-31
71022589-6394-44ac-932b-6288d411a635,Jose Evans,30,Male,"83877 Hamilton Square
Lisatown, KY 90649",kelsey20@cisneros-kelly.com,717-487-2244,Savings,53801.95,2022-03-02
30c4c5bc-f04c-474c-83bb-fc76a769b537,Aaron Bates,61,Female,"USNV Chandler
FPO AP 95244",kristenproctor@gmail.com,001-872-639-7455x215,Checking,63483.38,2022-07-21
ad5d1e61-c34f-4752-a5d1-7737c9be59b3,David Dorsey,82,Male,"77413 Donald Walk
West Oscar, NE 40891",jasonwhite@yahoo.com,902.224.7442x342,Savings,28597.88,2024-06-18
679a1ecb-7358-4212-9603-c27cd989309e,Brandon Hicks,26,Female,"USCGC Taylor
FPO AA 18539",jean96@moore-kim.com,001-761-891-3705,Savings,34162.5,2022-05-18
fd72c56b-fef0-4c89-86fa-6f45133e5114,Tricia Yang,52,Male,"51538 Dawn Harbors Apt. 228
Turnerberg, ND 30712",gailharris@williams.com,001-692-220-3140,Savings,11530.41,2024-07-03
b56492fc-00d0-40c5-a882-5779d51f9eea,Vicki Roach,68,Male,"64220 Elizabeth Point Suite 202
Martinezbury, IA 01739",monroedarin@oconnor.com,750-344-3873x191,Savings,15124.57,2022-11-02
20b7331c-9638-4e36-bfec-3daff6b6e0f4,John Davis,82,Male,"1584 Zachary Gardens Apt. 001
Kevinmouth, NE 14931",alexander92@hotmail.com,0014054893,Checking,14407.19,2023-01-13
da79beb0-ad68-4b9d-b483-1efa9cad3155,Karla Hansen,42,Female,"350 Shane Avenue
Jimenezview, IA 31777",aaron15@yahoo.com,(066)913-9596,Checking,48931.26,2020-03-05
d7e9f458-836a-4f85-8e5c-d8dc8144d90a,Cheryl Reyes,45,Female,"568 Carla Walk Suite 600
New Douglas, CO 70083",cartererika@blanchard.com,885.451.2637,Savings,44386.07,2023-04-28
6f77504e-9848-4151-bc4a-593e774e2f6a,Eileen Price,77,Female,"2151 Robert Underpass
South Timothymouth, MI 49869",clementsmelody@hotmail.com,(900)820-6755x294,Checking,7323.17,2022-12-09
81de10f4-5aac-4cad-8dd1-4c80bbdcc274,Jonathan Miller,62,Female,"291 Katherine Terrace Suite 508
Georgemouth, DE 79741",briggschristopher@hotmail.com,702-434-5962x88543,Savings,55471.08,2021-09-10
8f5573c0-6688-4696-81fb-eb583627e54f,John Lee,42,Female,"617 Kevin Divide
East Linda, CA 11123",michellejohnston@gmail.com,083-967-5922,Checking,570.93,2020-12-25
10eef4b8-90d4-419d-9ba5-7bd1cb6c5d5c,Amy Powell,84,Male,"159 Mccormick Parkway Apt. 587
Petersonborough, MI 27280",brianbarnes@jefferson.com,(072)991-2359x6756,Savings,68378.36,2022-03-01
42d21a34-1f89-4ce9-9e91-2c8ab5086808,Chad Zamora,40,Female,"0433 Maldonado Highway Apt. 163
Richardfort, PA 86972",rachel01@gmail.com,+1-769-534-3464x80194,Checking,7867.24,2021-09-23
8480c05f-4336-4f8a-bcb3-19e2d2352ee6,Jennifer Williams,47,Male,"856 Angela Lights Apt. 869
Medinamouth, NE 30315",dicksoncarolyn@gmail.com,001-397-525-4547x579,Savings,23924.01,2023-12-23
2431e181-ae34-4cdf-90c5-0596c6e3e60c,Kayla Harris,23,Female,"532 Jose Divide Suite 721
North Heidi, RI 44214",rsampson@hotmail.com,151-978-8308x56486,Checking,91474.87,2022-02-19
300e6af1-f8c8-443d-aba8-b055ba7285d3,Claire Brady,24,Male,"62019 Johnny Common Suite 888
Port Sierrafort, NE 43673",adam98@smith-walker.com,001-546-529-1943x119,Savings,13281.68,2023-02-27
a7ce023b-3d09-4915-b4cb-1c1dec805f19,Charlene Nelson,38,Male,"55921 Johnson Place Suite 736
North Alanchester, MA 46602",richardmoore@hotmail.com,+1-148-404-2511x106,Checking,38977.14,2021-08-01
34fcfd12-2aa6-4d10-83e5-3af907ba7310,Christina Smith,60,Female,"78704 Jones Overpass
New Travis, DE 51057",iwilliams@long-smith.com,001-767-095-4202,Savings,70296.65,2021-01-29
27582600-49e0-413c-9801-230b24134602,John Campbell,22,Female,"972 Raymond Islands Apt. 417
New Jeffrey, GA 86363",valexander@hodge-koch.com,+1-404-968-7470x02552,Savings,48060.03,2022-04-27
efe43dd5-a858-4571-8047-26a80f992e84,Elizabeth Harris,45,Male,"39006 Daniel Glens Suite 248
Munozfurt, WV 91825",kbenjamin@hotmail.com,001-297-797-6717x20529,Checking,55312.19,2022-02-23
943ad39b-be35-4a19-85b6-435667796abb,Crystal Martinez,45,Female,"8673 Hill Circles
Sandersview, CO 60616",hickskeith@hotmail.com,(487)919-7241x562,Checking,57936.66,2021-12-27
84bd8847-df4a-40ab-a124-ebdca1e38394,Erin Smith,76,Female,"7832 Gardner Islands
North Jillshire, KY 63778",hinesallison@sparks.com,(042)880-8604x268,Checking,59455.19,2023-01-01
3dcd0571-8fd1-4ccf-9196-9efd391df666,Sharon Nicholson,83,Male,"38458 Kevin Orchard
Wrightton, ND 96984",danielbrian@yahoo.com,+1-253-625-6793x1133,Savings,66664.94,2020-07-10
487328a3-ba44-4434-86f4-144d43debb52,Daniel Fry,87,Male,"6329 Sarah Stravenue Apt. 043
Port Ashleyview, NM 98713",jonathanharrington@thomas.com,+1-112-210-6724x3419,Savings,10770.85,2022-03-13
